id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
15504,19,Wiraswasta,316797,7th-8th,4,Menikah,Pembersih,Laki2,0.0,0.0,45.0,<=7jt
15505,27,Pekerja Bebas Bukan Perusahan,259873,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,60.0,>7jt
15506,44,Wiraswasta,111275,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,56.0,<=7jt
15507,29,Wiraswasta,423024,5th-6th,3,Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
15508,20,Wiraswasta,188409,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
15509,27,Wiraswasta,253814,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15510,50,Wiraswasta,234037,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,58.0,<=7jt
15511,42,Wiraswasta,364832,7th-8th,4,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15512,34,Wiraswasta,309513,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15513,22,Wiraswasta,171419,D4,11,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15514,17,Wiraswasta,160968,11th,7,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,16.0,<=7jt
15515,50,Wiraswasta,175029,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,>7jt
15516,24,Pemerintah Negara,38151,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,12.0,<=7jt
15517,61,Pekerja Bebas Bukan Perusahan,227119,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
15518,71,Wiraswasta,149950,SMA,9,Janda,Asisten Rumah Tangga,Perempuan,0.0,0.0,20.0,<=7jt
15519,20,?,210474,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,15.0,<=7jt
15520,42,Wiraswasta,274913,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
15521,48,Pekerja Bebas Bukan Perusahan,97883,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,25.0,<=7jt
15522,47,Pemerintah Negara,188386,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
15523,29,Pemerintah Provinsi,41013,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,55.0,<=7jt
15524,31,Pemerintah Provinsi,108464,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
15525,25,Wiraswasta,255004,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,30.0,<=7jt
15526,63,Pekerja Bebas Bukan Perusahan,106551,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15527,24,Pekerja Bebas Bukan Perusahan,267396,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
15528,44,Pemerintah Lokal,101593,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,26264000.0,42.0,<=7jt
15529,35,Wiraswasta,186845,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
15530,25,Pemerintah Negara,150083,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,20.0,<=7jt
15531,26,Wiraswasta,102476,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,147280000.0,0.0,64.0,>7jt
15532,34,Wiraswasta,191385,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,<=7jt
15533,44,Wiraswasta,248249,7th-8th,4,Menikah,Pembersih,Laki2,0.0,0.0,50.0,<=7jt
15534,25,Wiraswasta,179772,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15535,32,Pekerja Bebas Perusahaan,99309,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
15536,18,Wiraswasta,131033,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,<=7jt
15537,21,Wiraswasta,200973,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
15538,31,Wiraswasta,204752,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
15539,40,Pekerja Bebas Bukan Perusahan,179533,SMA,9,Menikah,Supir,Laki2,0.0,0.0,75.0,>7jt
15540,36,?,112660,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,<=7jt
15541,25,Wiraswasta,160261,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
15542,32,Wiraswasta,182274,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,37.0,<=7jt
15543,27,Wiraswasta,56658,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,8.0,<=7jt
15544,34,Wiraswasta,185820,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15545,24,Wiraswasta,462820,Sarjana,13,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
15546,43,Pemerintah Lokal,143046,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
15547,63,?,221592,SMA,9,Menikah,?,Laki2,0.0,0.0,40.0,>7jt
15548,28,Wiraswasta,224964,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,<=7jt
15549,38,Wiraswasta,136931,D3,12,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,38.0,<=7jt
15550,42,Wiraswasta,345363,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
15551,29,Wiraswasta,34292,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,38.0,<=7jt
15552,41,Wiraswasta,120277,Sarjana,13,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15553,64,?,211360,SMA,9,Janda,?,Perempuan,0.0,0.0,30.0,<=7jt
15554,28,Wiraswasta,198493,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15555,21,Pemerintah Lokal,102942,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,28014000.0,40.0,<=7jt
15556,44,Pekerja Bebas Bukan Perusahan,197558,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,70.0,>7jt
15557,28,Pekerja Bebas Bukan Perusahan,200515,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15558,60,Pekerja Bebas Bukan Perusahan,33717,11th,7,Menikah,Petani,Laki2,0.0,0.0,50.0,<=7jt
15559,18,Wiraswasta,236272,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
15560,20,Wiraswasta,196758,D3,12,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
15561,26,Wiraswasta,44308,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
15562,18,Wiraswasta,157273,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,<=7jt
15563,25,Wiraswasta,121102,D3,12,Belum Pernah Menikah,Tech-support,Perempuan,0.0,28014000.0,30.0,<=7jt
15564,36,Wiraswasta,143152,7th-8th,4,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15565,54,Pemerintah Lokal,256923,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,>7jt
15566,40,Pekerja Bebas Bukan Perusahan,121012,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,27678000.0,50.0,>7jt
15567,37,Wiraswasta,22149,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,18.0,<=7jt
15568,31,Wiraswasta,83425,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15569,21,Pemerintah Negara,173324,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,20.0,<=7jt
15570,31,Wiraswasta,231043,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
15571,33,Wiraswasta,141841,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,36.0,<=7jt
15572,23,Wiraswasta,234663,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15573,55,Pemerintah Provinsi,270859,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15574,37,Wiraswasta,123785,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,75.0,<=7jt
15575,42,Wiraswasta,55395,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,52.0,<=7jt
15576,26,Wiraswasta,179569,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15577,19,Wiraswasta,171306,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,3.0,<=7jt
15578,29,Wiraswasta,128604,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15579,64,Wiraswasta,319371,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,40.0,>7jt
15580,33,Wiraswasta,268571,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
15581,60,Wiraswasta,175273,SMA,9,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15582,39,Wiraswasta,163392,SMA,9,Menikah,Sales,Laki2,0.0,0.0,26.0,<=7jt
15583,27,Wiraswasta,187450,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
15584,33,Wiraswasta,208881,D3,12,Menikah,Mesin Inspeksi,Laki2,102172000.0,0.0,60.0,>7jt
15585,29,?,350603,10th,6,Belum Pernah Menikah,?,Perempuan,0.0,0.0,38.0,<=7jt
15586,24,Wiraswasta,152540,Sarjana,13,Cerai,Supir,Perempuan,0.0,0.0,40.0,<=7jt
15587,31,Wiraswasta,268282,7th-8th,4,Menikah,Petani,Laki2,0.0,0.0,35.0,<=7jt
15588,28,Pemerintah Lokal,335015,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15589,36,Wiraswasta,137421,12th,8,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,45.0,<=7jt
15590,32,Wiraswasta,288273,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,70.0,<=7jt
15591,61,Pekerja Bebas Bukan Perusahan,201273,Pendidikan Tinggi,10,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15592,45,Pemerintah Negara,110311,Master,14,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
15593,67,Wiraswasta,268781,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,21140000.0,8.0,<=7jt
15594,61,Wiraswasta,255978,SMA,9,Janda,Sales,Laki2,0.0,0.0,50.0,<=7jt
15595,36,Pemerintah Lokal,321247,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15596,25,Wiraswasta,110978,D3,12,Menikah,Pemuka Agama,Perempuan,0.0,0.0,37.0,>7jt
15597,53,Pemerintah Negara,205949,D3,12,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15598,47,Wiraswasta,185870,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,<=7jt
15599,47,Wiraswasta,459189,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
15600,20,Wiraswasta,290504,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
15601,51,Wiraswasta,122109,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
15602,52,Wiraswasta,95128,Pendidikan Tinggi,10,Cerai,Sales,Laki2,0.0,0.0,50.0,<=7jt
15603,34,Wiraswasta,215124,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15604,51,Pemerintah Lokal,264457,11th,7,Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
15605,50,Pemerintah Lokal,125417,Sekolah Professional,15,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,52.0,>7jt
15606,58,Pekerja Bebas Bukan Perusahan,211547,12th,8,Cerai,Sales,Perempuan,0.0,0.0,52.0,<=7jt
15607,51,Wiraswasta,251487,7th-8th,4,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15608,43,Wiraswasta,111829,D4,11,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
15609,24,Wiraswasta,417668,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,30.0,<=7jt
15610,60,Pemerintah Provinsi,117509,SMA,9,Janda,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
15611,46,Wiraswasta,130667,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15612,26,Wiraswasta,248990,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15613,38,Wiraswasta,153066,Master,14,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
15614,60,Wiraswasta,152369,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
15615,32,Pemerintah Negara,71151,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,20.0,<=7jt
15616,25,Wiraswasta,125491,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,34.0,<=7jt
15617,45,Pekerja Bebas Perusahaan,281911,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,<=7jt
15618,37,Wiraswasta,290609,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15619,38,Wiraswasta,166744,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15620,34,Wiraswasta,169583,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,>7jt
15621,43,Pekerja Bebas Perusahaan,173326,SMA,9,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,35.0,<=7jt
15622,35,Wiraswasta,226528,Doktor,16,Menikah LDR,Spesialis,Laki2,0.0,0.0,60.0,>7jt
15623,17,Wiraswasta,197850,11th,7,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,24.0,<=7jt
15624,51,Wiraswasta,277471,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
15625,25,Wiraswasta,164229,SMA,9,Cerai,Servis Lainnya,Laki2,36358000.0,0.0,40.0,<=7jt
15626,65,Wiraswasta,185455,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
15627,26,Wiraswasta,196805,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,65.0,<=7jt
15628,52,Wiraswasta,204322,D4,11,Menikah,Tech-support,Laki2,70182000.0,0.0,40.0,<=7jt
15629,51,Wiraswasta,193374,1st-4th,2,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15630,34,Wiraswasta,122749,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0.0,0.0,32.0,<=7jt
15631,21,?,102323,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
15632,47,Wiraswasta,47496,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,42.0,<=7jt
15633,30,Wiraswasta,201697,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
15634,18,Wiraswasta,192583,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,30.0,<=7jt
15635,42,Wiraswasta,384236,Master,14,Menikah,Spesialis,Laki2,107632000.0,0.0,40.0,>7jt
15636,42,Wiraswasta,196001,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15637,49,Pekerja Bebas Perusahaan,140644,Sarjana,13,Menikah,Sales,Laki2,70182000.0,0.0,45.0,<=7jt
15638,31,Pekerja Bebas Bukan Perusahan,203181,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,<=7jt
15639,25,Wiraswasta,410240,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15640,58,Wiraswasta,31732,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,>7jt
15641,36,Wiraswasta,184659,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,>7jt
15642,30,Wiraswasta,1184622,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,35.0,<=7jt
15643,51,Wiraswasta,123011,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0.0,35826000.0,50.0,>7jt
15644,51,Wiraswasta,145714,Master,14,Menikah,Ekesekutif Managerial,Laki2,1399986000.0,0.0,50.0,>7jt
15645,45,Wiraswasta,151399,12th,8,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
15646,53,Wiraswasta,287317,SMA,9,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,32.0,<=7jt
15647,20,Wiraswasta,227594,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
15648,35,Wiraswasta,115803,11th,7,Cerai,Supir,Laki2,0.0,0.0,40.0,<=7jt
15649,50,Pekerja Bebas Perusahaan,302708,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,50.0,>7jt
15650,34,Wiraswasta,190385,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
15651,48,Wiraswasta,83444,SMA,9,Menikah,Spesialis,Laki2,102172000.0,0.0,40.0,>7jt
15652,19,Wiraswasta,199480,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
15653,35,Wiraswasta,171393,SMA,9,Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
15654,44,Wiraswasta,150533,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,0.0,26264000.0,55.0,<=7jt
15655,43,Pemerintah Lokal,160574,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
15656,30,Wiraswasta,134639,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,120596000.0,0.0,45.0,>7jt
15657,59,Wiraswasta,147989,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15658,28,Wiraswasta,314177,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
15659,20,?,424034,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,15.0,<=7jt
15660,42,Wiraswasta,71458,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
15661,38,Wiraswasta,296999,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,70.0,<=7jt
15662,17,Pekerja Bebas Bukan Perusahan,60116,10th,6,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,10.0,<=7jt
15663,29,Pekerja Bebas Bukan Perusahan,142519,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
15664,19,Wiraswasta,144750,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,18.0,<=7jt
15665,51,Wiraswasta,133069,10th,6,Janda,Sales,Perempuan,0.0,0.0,40.0,<=7jt
15666,51,Wiraswasta,145114,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15667,30,Wiraswasta,53158,D3,12,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
15668,35,Wiraswasta,192626,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
15669,51,Pemerintah Negara,152810,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
15670,52,Wiraswasta,284329,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,>7jt
15671,27,Wiraswasta,160972,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
15672,30,Wiraswasta,151989,D4,11,Menikah,Tech-support,Perempuan,0.0,0.0,40.0,<=7jt
15673,21,Pemerintah Lokal,244074,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,22.0,<=7jt
15674,51,Wiraswasta,163921,Sarjana,13,Menikah,Supir,Laki2,0.0,0.0,56.0,>7jt
15675,42,Wiraswasta,388725,Master,14,Cerai,Sales,Laki2,0.0,0.0,50.0,>7jt
15676,40,Pekerja Bebas Perusahaan,140915,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,>7jt
15677,48,Pemerintah Negara,120131,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,120596000.0,0.0,40.0,>7jt
15678,53,Pemerintah Lokal,202733,Master,14,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,70.0,>7jt
15679,30,Pemerintah Lokal,370990,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,45.0,<=7jt
15680,47,Pemerintah Provinsi,27067,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15681,37,Wiraswasta,126569,Master,14,Menikah,Tech-support,Laki2,0.0,0.0,60.0,>7jt
15682,43,Pekerja Bebas Perusahaan,123490,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
15683,40,Wiraswasta,237601,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,55.0,>7jt
15684,34,Pekerja Bebas Bukan Perusahan,227540,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,<=7jt
15685,53,Wiraswasta,211654,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,>7jt
15686,53,Pekerja Bebas Perusahaan,136823,11th,7,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,<=7jt
15687,19,Wiraswasta,56750,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,<=7jt
15688,29,Wiraswasta,67306,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15689,20,?,326624,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
15690,17,Wiraswasta,188996,9th,5,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,30.0,<=7jt
15691,59,Pemerintah Lokal,240030,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
15692,69,?,92852,SMA,9,Menikah,?,Laki2,0.0,0.0,5.0,<=7jt
15693,22,Wiraswasta,131230,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
15694,19,Wiraswasta,263932,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
15695,20,Wiraswasta,108887,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,25.0,<=7jt
15696,53,Wiraswasta,117058,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
15697,55,Wiraswasta,282753,5th-6th,3,Cerai,Servis Lainnya,Laki2,0.0,0.0,25.0,<=7jt
15698,33,Wiraswasta,163392,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,48.0,>7jt
15699,19,?,218956,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,24.0,<=7jt
15700,60,Wiraswasta,137490,5th-6th,3,Berpisah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
15701,17,Wiraswasta,30829,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,12.0,<=7jt
15702,25,Wiraswasta,132749,11th,7,Cerai,Servis Lainnya,Perempuan,0.0,0.0,12.0,<=7jt
15703,61,Pemerintah Provinsi,294466,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
15704,63,Pekerja Bebas Perusahaan,110610,10th,6,Menikah,Petani,Laki2,0.0,0.0,50.0,<=7jt
15705,57,Pemerintah Provinsi,140711,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15706,53,Pekerja Bebas Bukan Perusahan,108815,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,<=7jt
15707,35,Wiraswasta,135289,D4,11,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
15708,68,Wiraswasta,284763,11th,7,Cerai,Supir,Laki2,0.0,0.0,70.0,<=7jt
15709,31,Wiraswasta,420749,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
15710,28,Wiraswasta,297742,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15711,17,Wiraswasta,95446,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,<=7jt
15712,51,Pekerja Bebas Perusahaan,254230,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,27678000.0,58.0,>7jt
15713,42,Wiraswasta,234508,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
15714,42,Pekerja Bebas Perusahaan,230592,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
15715,32,Wiraswasta,93699,SMA,9,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
15716,47,Wiraswasta,202117,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,37.0,<=7jt
15717,25,Wiraswasta,173212,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
15718,53,Wiraswasta,103586,Sarjana,13,Menikah,Pembersih,Laki2,0.0,0.0,55.0,<=7jt
15719,30,Wiraswasta,541343,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
